ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-03-17,2942.133487699853,391.9988932651109,4775.067583300091,2942.133487699853,2942.133487699853,-355.96198467323,-355.96198467323,-355.96198467323,-355.96198467323,-355.96198467323,-355.96198467323,0.0,0.0,0.0,2586.171503026623
2014-03-24,2947.7144527543633,215.16447021704863,4664.746485092656,2947.7144527543633,2947.7144527543633,-277.97010639929033,-277.97010639929033,-277.97010639929033,-277.97010639929033,-277.97010639929033,-277.97010639929033,0.0,0.0,0.0,2669.744346355073
2014-03-31,2953.295417903732,72.66951171463754,4520.751832863392,2953.295417903732,2953.295417903732,-599.1130692718439,-599.1130692718439,-599.1130692718439,-599.1130692718439,-599.1130692718439,-599.1130692718439,0.0,0.0,0.0,2354.182348631888
2014-04-07,2958.8763830531007,61.688015329453115,4369.331007012697,2958.8763830531007,2958.8763830531007,-755.5656829468228,-755.5656829468228,-755.5656829468228,-755.5656829468228,-755.5656829468228,-755.5656829468228,0.0,0.0,0.0,2203.310700106278
2014-04-14,2964.457348202469,104.32658427571563,4428.315770645388,2964.457348202469,2964.457348202469,-539.097366883341,-539.097366883341,-539.097366883341,-539.097366883341,-539.097366883341,-539.097366883341,0.0,0.0,0.0,2425.3599813191277
2014-04-21,2970.0383133518376,420.74144465115535,4751.248978633193,2970.0383133518376,2970.0383133518376,-344.5613116717626,-344.5613116717626,-344.5613116717626,-344.5613116717626,-344.5613116717626,-344.5613116717626,0.0,0.0,0.0,2625.477001680075
2014-04-28,2975.619278501206,16.709675259076118,4575.089967091423,2975.619278501206,2975.619278501206,-670.6248778462784,-670.6248778462784,-670.6248778462784,-670.6248778462784,-670.6248778462784,-670.6248778462784,0.0,0.0,0.0,2304.9944006549276
2014-05-05,2981.2002435988193,-610.7975769795991,3651.806590585378,2981.2002435988193,2981.2002435988193,-1439.4037993959562,-1439.4037993959562,-1439.4037993959562,-1439.4037993959562,-1439.4037993959562,-1439.4037993959562,0.0,0.0,0.0,1541.796444202863
2014-05-12,2986.781208696432,-1129.3045911389963,3180.351435003265,2986.781208696432,2986.781208696432,-1950.551775889673,-1950.551775889673,-1950.551775889673,-1950.551775889673,-1950.551775889673,-1950.551775889673,0.0,0.0,0.0,1036.2294328067587
2014-05-19,2992.3621737940452,-825.267038150987,3647.163829311508,2992.3621737940452,2992.3621737940452,-1587.9206393452228,-1587.9206393452228,-1587.9206393452228,-1587.9206393452228,-1587.9206393452228,-1587.9206393452228,0.0,0.0,0.0,1404.4415344488225
2014-05-26,2997.9431388916587,312.6766859809081,4541.790615058798,2997.9431388916587,2997.9431388916587,-523.9236381272101,-523.9236381272101,-523.9236381272101,-523.9236381272101,-523.9236381272101,-523.9236381272101,0.0,0.0,0.0,2474.019500764449
2014-06-02,3003.5241039892717,1209.935915558424,5488.44257093165,3003.5241039892717,3003.5241039892717,375.258736100641,375.258736100641,375.258736100641,375.258736100641,375.258736100641,375.258736100641,0.0,0.0,0.0,3378.7828400899125
2014-06-09,3009.1050689406507,1297.222510676937,5529.864519568661,3009.1050689406507,3009.1050689406507,378.3875131269434,378.3875131269434,378.3875131269434,378.3875131269434,378.3875131269434,378.3875131269434,0.0,0.0,0.0,3387.492582067594
2014-06-16,3014.6860338920305,468.76453627452105,4846.602491525565,3014.6860338920305,3014.6860338920305,-415.5081812657962,-415.5081812657962,-415.5081812657962,-415.5081812657962,-415.5081812657962,-415.5081812657962,0.0,0.0,0.0,2599.177852626234
2014-06-23,3020.26699884341,-439.1546058716243,4083.527429942185,3020.26699884341,3020.26699884341,-1226.7446407974978,-1226.7446407974978,-1226.7446407974978,-1226.7446407974978,-1226.7446407974978,-1226.7446407974978,0.0,0.0,0.0,1793.5223580459121
2014-06-30,3025.84796379479,-623.2825401101169,3886.3460627517297,3025.84796379479,3025.84796379479,-1383.471900883859,-1383.471900883859,-1383.471900883859,-1383.471900883859,-1383.471900883859,-1383.471900883859,0.0,0.0,0.0,1642.3760629109308
2014-07-07,3031.4289287461693,24.11480249430269,4301.452675808556,3031.4289287461693,3031.4289287461693,-904.4099966448753,-904.4099966448753,-904.4099966448753,-904.4099966448753,-904.4099966448753,-904.4099966448753,0.0,0.0,0.0,2127.018932101294
2014-07-14,3037.009893578277,573.0213725847672,4796.761419592427,3037.009893578277,3037.009893578277,-343.6736578948675,-343.6736578948675,-343.6736578948675,-343.6736578948675,-343.6736578948675,-343.6736578948675,0.0,0.0,0.0,2693.3362356834095
2014-07-21,3042.590858410385,593.4851835571357,4938.94055885731,3042.590858410385,3042.590858410385,-193.13521435458705,-193.13521435458705,-193.13521435458705,-193.13521435458705,-193.13521435458705,-193.13521435458705,0.0,0.0,0.0,2849.455644055798
2014-07-28,3048.171823242493,440.39930624815946,4711.148904632695,3048.171823242493,3048.171823242493,-515.046954589035,-515.046954589035,-515.046954589035,-515.046954589035,-515.046954589035,-515.046954589035,0.0,0.0,0.0,2533.1248686534577
2014-08-04,3053.7527880746006,-126.95278640816936,4258.972767930107,3053.7527880746006,3053.7527880746006,-1061.9391769270842,-1061.9391769270842,-1061.9391769270842,-1061.9391769270842,-1061.9391769270842,-1061.9391769270842,0.0,0.0,0.0,1991.8136111475164
2014-08-11,3059.3337529067085,-423.7622163742191,3837.1961668721497,3059.3337529067085,3059.3337529067085,-1546.6831190421035,-1546.6831190421035,-1546.6831190421035,-1546.6831190421035,-1546.6831190421035,-1546.6831190421035,0.0,0.0,0.0,1512.650633864605
